protein_0	protein_0
protein_2043	protein_2043
protein_2045	protein_2045
protein_2045	protein_2044
protein_2046	protein_2046
protein_2047	protein_2047
protein_2048	protein_2048
protein_2049	protein_2049
protein_2050	protein_2050
protein_2051	protein_2051
protein_2053	protein_2053
protein_2053	protein_2052
protein_2054	protein_2054
protein_2055	protein_2055
protein_2056	protein_2056
protein_2057	protein_2057
protein_2058	protein_2058
protein_2059	protein_2059
protein_2060	protein_2060
protein_2061	protein_2061
protein_2062	protein_2062
protein_2063	protein_2063
protein_2064	protein_2064
protein_2065	protein_2065
protein_2066	protein_2066
protein_2067	protein_2067
protein_2068	protein_2068
protein_2069	protein_2069
protein_2070	protein_2070
protein_2071	protein_2071
protein_2072	protein_2072
protein_2073	protein_2073
protein_2074	protein_2074
protein_2075	protein_2075
protein_2076	protein_2076
protein_2077	protein_2077
protein_2078	protein_2078
protein_2079	protein_2079
protein_2080	protein_2080
protein_2081	protein_2081
protein_2082	protein_2082
protein_2083	protein_2083
protein_2084	protein_2084
protein_2085	protein_2085
protein_2086	protein_2086
protein_2086	protein_2803
protein_2087	protein_2087
protein_2088	protein_2088
protein_2089	protein_2089
protein_2090	protein_2090
protein_2091	protein_2091
protein_2092	protein_2092
protein_2093	protein_2093
protein_2093	protein_2094
protein_2093	protein_2095
protein_2096	protein_2096
protein_2097	protein_2097
protein_2098	protein_2098
protein_2099	protein_2099
protein_2200	protein_2200
protein_2201	protein_2201
protein_2202	protein_2202
protein_2204	protein_2204
protein_2204	protein_3201
protein_2204	protein_3205
protein_2204	protein_3203
protein_2204	protein_3208
protein_2207	protein_2207
protein_2208	protein_2208
protein_2209	protein_2209
protein_2210	protein_2210
protein_2211	protein_2211
protein_2211	protein_2213
protein_2212	protein_2212
protein_2214	protein_2214
protein_2215	protein_2215
protein_2216	protein_2216
protein_2217	protein_2217
protein_2218	protein_2218
protein_2219	protein_2219
protein_2220	protein_2220
protein_2221	protein_2221
protein_2222	protein_2222
protein_2222	protein_2224
protein_2223	protein_2223
protein_2225	protein_2225
protein_2227	protein_2227
protein_2227	protein_2226
protein_2228	protein_2228
protein_2229	protein_2229
protein_2230	protein_2230
protein_2232	protein_2232
protein_2232	protein_2231
protein_2233	protein_2233
protein_1691	protein_1691
protein_1692	protein_1692
protein_1693	protein_1693
protein_1694	protein_1694
protein_1695	protein_1695
protein_1696	protein_1696
protein_1697	protein_1697
protein_1699	protein_1699
protein_1699	protein_1698
protein_1801	protein_1801
protein_1802	protein_1802
protein_1804	protein_1804
protein_1805	protein_1805
protein_1806	protein_1806
protein_1807	protein_1807
protein_1808	protein_1808
protein_1809	protein_1809
protein_1810	protein_1810
protein_1811	protein_1811
protein_1811	protein_1812
protein_1813	protein_1813
protein_1814	protein_1814
protein_1815	protein_1815
protein_1817	protein_1817
protein_1817	protein_1816
protein_1818	protein_1818
protein_1819	protein_1819
protein_1821	protein_1821
protein_1822	protein_1822
protein_1823	protein_1823
protein_1824	protein_1824
protein_1826	protein_1826
protein_1826	protein_1825
protein_1827	protein_1827
protein_1828	protein_1828
protein_1829	protein_1829
protein_1830	protein_1830
protein_1832	protein_1832
protein_1835	protein_1835
protein_1836	protein_1836
protein_1837	protein_1837
protein_1838	protein_1838
protein_1839	protein_1839
protein_1841	protein_1841
protein_1842	protein_1842
protein_1843	protein_1843
protein_1843	protein_1840
protein_1844	protein_1844
protein_1845	protein_1845
protein_1846	protein_1846
protein_1846	protein_1847
protein_1848	protein_1848
protein_1850	protein_1850
protein_1851	protein_1851
protein_1852	protein_1852
protein_1853	protein_1853
protein_1854	protein_1854
protein_1855	protein_1855
protein_1856	protein_1856
protein_1857	protein_1857
protein_1858	protein_1858
protein_1859	protein_1859
protein_1860	protein_1860
protein_1861	protein_1861
protein_1862	protein_1862
protein_1863	protein_1863
protein_1864	protein_1864
protein_1865	protein_1865
protein_1866	protein_1866
protein_1868	protein_1868
protein_1872	protein_1872
protein_1873	protein_1873
protein_1874	protein_1874
protein_1875	protein_1875
protein_1876	protein_1876
protein_1877	protein_1877
protein_1877	protein_1878
protein_1879	protein_1879
protein_1881	protein_1881
protein_1881	protein_1880
protein_1882	protein_1882
protein_1883	protein_1883
protein_1884	protein_1884
protein_1885	protein_1885
protein_1885	protein_3812
protein_1886	protein_1886
protein_1887	protein_1887
protein_1889	protein_1889
protein_1890	protein_1890
protein_1890	protein_1888
protein_1891	protein_1891
protein_1892	protein_1892
protein_1893	protein_1893
protein_1894	protein_1894
protein_1895	protein_1895
protein_1896	protein_1896
protein_1897	protein_1897
protein_1898	protein_1898
protein_1899	protein_1899
protein_2100	protein_2100
protein_2101	protein_2101
protein_2102	protein_2102
protein_2103	protein_2103
protein_2104	protein_2104
protein_2105	protein_2105
protein_2106	protein_2106
protein_2107	protein_2107
protein_2108	protein_2108
protein_2109	protein_2109
protein_2110	protein_2110
protein_2111	protein_2111
protein_2113	protein_2113
protein_2114	protein_2114
protein_2115	protein_2115
protein_2116	protein_2116
protein_2117	protein_2117
protein_2118	protein_2118
protein_2119	protein_2119
protein_2119	protein_2120
protein_2121	protein_2121
protein_2122	protein_2122
protein_2123	protein_2123
protein_2124	protein_2124
protein_2125	protein_2125
protein_2126	protein_2126
protein_2127	protein_2127
protein_2128	protein_2128
protein_2130	protein_2130
protein_2131	protein_2131
protein_2132	protein_2132
protein_2133	protein_2133
protein_2134	protein_2134
protein_2135	protein_2135
protein_2137	protein_2137
protein_2137	protein_2136
protein_2138	protein_2138
protein_2139	protein_2139
protein_2140	protein_2140
protein_2141	protein_2141
protein_2142	protein_2142
protein_2144	protein_2144
protein_2145	protein_2145
protein_2146	protein_2146
protein_2147	protein_2147
protein_2148	protein_2148
protein_2149	protein_2149
protein_2150	protein_2150
protein_2151	protein_2151
protein_2153	protein_2153
protein_2153	protein_2152
protein_2154	protein_2154
protein_2156	protein_2156
protein_2156	protein_2155
protein_2157	protein_2157
protein_2158	protein_2158
protein_2159	protein_2159
protein_2161	protein_2161
protein_2161	protein_2160
protein_2162	protein_2162
protein_2164	protein_2164
protein_2165	protein_2165
protein_2165	protein_2163
protein_2166	protein_2166
protein_2168	protein_2168
protein_2168	protein_2167
protein_2169	protein_2169
protein_2170	protein_2170
protein_2170	protein_1909
protein_2170	protein_2172
protein_2174	protein_2174
protein_2174	protein_1908
protein_2174	protein_2171
protein_2174	protein_2173
protein_2175	protein_2175
protein_2176	protein_2176
protein_2177	protein_2177
protein_2178	protein_2178
protein_2179	protein_2179
protein_2180	protein_2180
protein_2181	protein_2181
protein_2182	protein_2182
protein_2183	protein_2183
protein_2184	protein_2184
protein_2185	protein_2185
protein_2186	protein_2186
protein_2187	protein_2187
protein_2187	protein_2188
protein_2189	protein_2189
protein_2189	protein_2190
protein_2189	protein_2285
protein_2189	protein_3312
protein_2189	protein_3315
protein_2189	protein_3322
protein_2189	protein_3323
protein_2189	protein_3326
protein_2189	protein_3324
protein_2189	protein_2143
protein_2189	protein_3325
protein_2191	protein_2191
protein_2192	protein_2192
protein_2193	protein_2193
protein_2194	protein_2194
protein_2197	protein_2197
protein_2197	protein_2195
protein_2197	protein_2196
protein_2199	protein_2199
protein_2199	protein_2198
protein_2301	protein_2301
protein_2302	protein_2302
protein_2303	protein_2303
protein_2304	protein_2304
protein_2307	protein_2307
protein_2307	protein_2305
protein_2307	protein_2306
protein_2308	protein_2308
protein_2308	protein_16
protein_2309	protein_2309
protein_2310	protein_2310
protein_2311	protein_2311
protein_2312	protein_2312
protein_2313	protein_2313
protein_2314	protein_2314
protein_2315	protein_2315
protein_2317	protein_2317
protein_2317	protein_2316
protein_2317	protein_2319
protein_2317	protein_3010
protein_2317	protein_1871
protein_2317	protein_1869
protein_2320	protein_2320
protein_2321	protein_2321
protein_2322	protein_2322
protein_2323	protein_2323
protein_2324	protein_2324
protein_2324	protein_1867
protein_2325	protein_2325
protein_2326	protein_2326
protein_2327	protein_2327
protein_2328	protein_2328
protein_2329	protein_2329
protein_2330	protein_2330
protein_2331	protein_2331
protein_2332	protein_2332
protein_2334	protein_2334
protein_2334	protein_2333
protein_2335	protein_2335
protein_2336	protein_2336
protein_2338	protein_2338
protein_2338	protein_2337
protein_2339	protein_2339
protein_2340	protein_2340
protein_2340	protein_2248
protein_2342	protein_2342
protein_2342	protein_2341
protein_2343	protein_2343
protein_2345	protein_2345
protein_2346	protein_2346
protein_2347	protein_2347
protein_2349	protein_2349
protein_2350	protein_2350
protein_2351	protein_2351
protein_2352	protein_2352
protein_2353	protein_2353
protein_2354	protein_2354
protein_2355	protein_2355
protein_2356	protein_2356
protein_2357	protein_2357
protein_2359	protein_2359
protein_2359	protein_2358
protein_2360	protein_2360
protein_2361	protein_2361
protein_2362	protein_2362
protein_2363	protein_2363
protein_2364	protein_2364
protein_2365	protein_2365
protein_2366	protein_2366
protein_2367	protein_2367
protein_2368	protein_2368
protein_2369	protein_2369
protein_2370	protein_2370
protein_2371	protein_2371
protein_2372	protein_2372
protein_2373	protein_2373
protein_2374	protein_2374
protein_2375	protein_2375
protein_2376	protein_2376
protein_2377	protein_2377
protein_2378	protein_2378
protein_2379	protein_2379
protein_2380	protein_2380
protein_2381	protein_2381
protein_2382	protein_2382
protein_2383	protein_2383
protein_2384	protein_2384
protein_2385	protein_2385
protein_2386	protein_2386
protein_2388	protein_2388
protein_2389	protein_2389
protein_2391	protein_2391
protein_2391	protein_2390
protein_2392	protein_2392
protein_2393	protein_2393
protein_2394	protein_2394
protein_2395	protein_2395
protein_2396	protein_2396
protein_2397	protein_2397
protein_2398	protein_2398
protein_2399	protein_2399
protein_2500	protein_2500
protein_2501	protein_2501
protein_2502	protein_2502
protein_2503	protein_2503
protein_2505	protein_2505
protein_2506	protein_2506
protein_2507	protein_2507
protein_2508	protein_2508
protein_2509	protein_2509
protein_2510	protein_2510
protein_2511	protein_2511
protein_2512	protein_2512
protein_2513	protein_2513
protein_2514	protein_2514
protein_2515	protein_2515
protein_2516	protein_2516
protein_2517	protein_2517
protein_2518	protein_2518
protein_2519	protein_2519
protein_2520	protein_2520
protein_2521	protein_2521
protein_2522	protein_2522
protein_2523	protein_2523
protein_2524	protein_2524
protein_2525	protein_2525
protein_2526	protein_2526
protein_2527	protein_2527
protein_2528	protein_2528
protein_2529	protein_2529
protein_2530	protein_2530
protein_2531	protein_2531
protein_2531	protein_3432
protein_2532	protein_2532
protein_2533	protein_2533
protein_2533	protein_1715
protein_2535	protein_2535
protein_2535	protein_2534
protein_2536	protein_2536
protein_2537	protein_2537
protein_2538	protein_2538
protein_2539	protein_2539
protein_2540	protein_2540
protein_2541	protein_2541
protein_2542	protein_2542
protein_2543	protein_2543
protein_2544	protein_2544
protein_2545	protein_2545
protein_2546	protein_2546
protein_2547	protein_2547
protein_2548	protein_2548
protein_2549	protein_2549
protein_2550	protein_2550
protein_2551	protein_2551
protein_2552	protein_2552
protein_2553	protein_2553
protein_2554	protein_2554
protein_2554	protein_916
protein_2555	protein_2555
protein_2556	protein_2556
protein_2557	protein_2557
protein_2558	protein_2558
protein_2560	protein_2560
protein_2560	protein_2559
protein_2561	protein_2561
protein_2563	protein_2563
protein_2563	protein_2562
protein_2564	protein_2564
protein_2565	protein_2565
protein_2566	protein_2566
protein_2567	protein_2567
protein_2568	protein_2568
protein_2569	protein_2569
protein_2570	protein_2570
protein_2571	protein_2571
protein_2572	protein_2572
protein_2573	protein_2573
protein_2574	protein_2574
protein_2574	protein_1250
protein_2575	protein_2575
protein_2576	protein_2576
protein_2577	protein_2577
protein_2578	protein_2578
protein_2579	protein_2579
protein_2580	protein_2580
protein_2581	protein_2581
protein_2582	protein_2582
protein_2583	protein_2583
protein_2585	protein_2585
protein_2585	protein_2584
protein_2586	protein_2586
protein_2587	protein_2587
protein_2588	protein_2588
protein_2589	protein_2589
protein_2590	protein_2590
protein_2591	protein_2591
protein_2591	protein_2592
protein_2593	protein_2593
protein_2594	protein_2594
protein_2595	protein_2595
protein_2596	protein_2596
protein_2597	protein_2597
protein_2598	protein_2598
protein_2599	protein_2599
protein_2700	protein_2700
protein_2701	protein_2701
protein_2703	protein_2703
protein_2704	protein_2704
protein_2705	protein_2705
protein_2706	protein_2706
protein_2707	protein_2707
protein_2707	protein_2250
protein_2708	protein_2708
protein_2709	protein_2709
protein_2710	protein_2710
protein_2711	protein_2711
protein_2712	protein_2712
protein_2713	protein_2713
protein_2715	protein_2715
protein_2716	protein_2716
protein_2716	protein_2714
protein_2717	protein_2717
protein_2718	protein_2718
protein_2719	protein_2719
protein_2719	protein_1756
protein_2720	protein_2720
protein_2721	protein_2721
protein_2722	protein_2722
protein_2724	protein_2724
protein_2725	protein_2725
protein_2725	protein_2726
protein_2727	protein_2727
protein_2728	protein_2728
protein_2729	protein_2729
protein_2730	protein_2730
protein_2730	protein_2344
protein_2731	protein_2731
protein_2732	protein_2732
protein_2733	protein_2733
protein_2734	protein_2734
protein_2735	protein_2735
protein_2736	protein_2736
protein_2737	protein_2737
protein_2738	protein_2738
protein_2739	protein_2739
protein_2740	protein_2740
protein_2741	protein_2741
protein_2742	protein_2742
protein_2743	protein_2743
protein_2744	protein_2744
protein_2745	protein_2745
protein_2746	protein_2746
protein_2748	protein_2748
protein_2748	protein_2747
protein_2749	protein_2749
protein_2750	protein_2750
protein_2751	protein_2751
protein_2752	protein_2752
protein_2753	protein_2753
protein_2754	protein_2754
protein_2756	protein_2756
protein_2757	protein_2757
protein_2758	protein_2758
protein_2759	protein_2759
protein_2760	protein_2760
protein_2761	protein_2761
protein_2762	protein_2762
protein_2763	protein_2763
protein_2764	protein_2764
protein_2765	protein_2765
protein_2766	protein_2766
protein_2767	protein_2767
protein_2768	protein_2768
protein_2769	protein_2769
protein_2770	protein_2770
protein_2772	protein_2772
protein_2773	protein_2773
protein_2775	protein_2775
protein_2775	protein_2774
protein_2776	protein_2776
protein_2777	protein_2777
protein_2778	protein_2778
protein_2779	protein_2779
protein_2780	protein_2780
protein_2781	protein_2781
protein_2782	protein_2782
protein_2783	protein_2783
protein_2784	protein_2784
protein_2785	protein_2785
protein_2786	protein_2786
protein_2787	protein_2787
protein_2788	protein_2788
protein_2788	protein_2789
protein_2788	protein_2790
protein_2791	protein_2791
protein_2792	protein_2792
protein_2793	protein_2793
protein_2794	protein_2794
protein_2795	protein_2795
protein_2797	protein_2797
protein_2797	protein_2796
protein_2798	protein_2798
protein_2799	protein_2799
protein_2900	protein_2900
protein_2901	protein_2901
protein_2902	protein_2902
protein_2902	protein_2723
protein_2903	protein_2903
protein_2904	protein_2904
protein_2905	protein_2905
protein_2906	protein_2906
protein_2907	protein_2907
protein_2908	protein_2908
protein_2909	protein_2909
protein_2910	protein_2910
protein_2911	protein_2911
protein_2912	protein_2912
protein_2913	protein_2913
protein_2914	protein_2914
protein_2915	protein_2915
protein_2916	protein_2916
protein_2917	protein_2917
protein_2918	protein_2918
protein_2919	protein_2919
protein_2921	protein_2921
protein_2921	protein_2920
protein_2922	protein_2922
protein_2923	protein_2923
protein_2924	protein_2924
protein_2925	protein_2925
protein_2926	protein_2926
protein_2927	protein_2927
protein_2929	protein_2929
protein_2929	protein_2928
protein_2930	protein_2930
protein_2931	protein_2931
protein_2932	protein_2932
protein_2933	protein_2933
protein_2934	protein_2934
protein_2935	protein_2935
protein_2936	protein_2936
protein_2936	protein_2755
protein_2936	protein_2937
protein_2936	protein_2939
protein_2938	protein_2938
protein_2940	protein_2940
protein_2941	protein_2941
protein_2942	protein_2942
protein_2943	protein_2943
protein_2944	protein_2944
protein_2945	protein_2945
protein_2946	protein_2946
protein_2947	protein_2947
protein_2948	protein_2948
protein_2949	protein_2949
protein_2950	protein_2950
protein_2950	protein_2951
protein_2952	protein_2952
protein_2953	protein_2953
protein_2954	protein_2954
protein_2955	protein_2955
protein_2956	protein_2956
protein_2957	protein_2957
protein_2958	protein_2958
protein_2959	protein_2959
protein_2960	protein_2960
protein_2960	protein_1100
protein_2961	protein_2961
protein_2962	protein_2962
protein_2963	protein_2963
protein_2964	protein_2964
protein_2966	protein_2966
protein_2966	protein_2965
protein_2968	protein_2968
protein_2968	protein_2967
protein_2969	protein_2969
protein_2970	protein_2970
protein_2971	protein_2971
protein_2972	protein_2972
protein_2973	protein_2973
protein_2974	protein_2974
protein_2975	protein_2975
protein_2976	protein_2976
protein_2977	protein_2977
protein_2977	protein_2978
protein_2979	protein_2979
protein_2980	protein_2980
protein_2981	protein_2981
protein_2983	protein_2983
protein_2983	protein_2982
protein_2983	protein_2984
protein_2985	protein_2985
protein_2986	protein_2986
protein_2987	protein_2987
protein_2988	protein_2988
protein_2989	protein_2989
protein_2990	protein_2990
protein_2991	protein_2991
protein_2992	protein_2992
protein_2993	protein_2993
protein_2994	protein_2994
protein_2995	protein_2995
protein_2996	protein_2996
protein_2997	protein_2997
protein_2998	protein_2998
protein_2999	protein_2999
protein_3000	protein_3000
protein_3001	protein_3001
protein_3002	protein_3002
protein_3003	protein_3003
protein_3004	protein_3004
protein_3005	protein_3005
protein_3006	protein_3006
protein_3007	protein_3007
protein_3008	protein_3008
protein_3009	protein_3009
protein_3009	protein_1870
protein_3009	protein_2318
protein_3011	protein_3011
protein_3012	protein_3012
protein_3013	protein_3013
protein_3014	protein_3014
protein_3015	protein_3015
protein_3016	protein_3016
protein_3017	protein_3017
protein_3018	protein_3018
protein_3019	protein_3019
protein_3020	protein_3020
protein_3021	protein_3021
protein_3022	protein_3022
protein_3023	protein_3023
protein_3024	protein_3024
protein_3025	protein_3025
protein_3026	protein_3026
protein_3027	protein_3027
protein_3028	protein_3028
protein_3029	protein_3029
protein_3030	protein_3030
protein_3031	protein_3031
protein_3032	protein_3032
protein_3033	protein_3033
protein_3034	protein_3034
protein_3035	protein_3035
protein_3036	protein_3036
protein_3037	protein_3037
protein_3038	protein_3038
protein_3039	protein_3039
protein_3040	protein_3040
protein_3041	protein_3041
protein_3042	protein_3042
protein_3043	protein_3043
protein_3044	protein_3044
protein_3045	protein_3045
protein_3046	protein_3046
protein_3047	protein_3047
protein_3048	protein_3048
protein_3049	protein_3049
protein_3050	protein_3050
protein_3052	protein_3052
protein_3052	protein_3051
protein_3053	protein_3053
protein_3054	protein_3054
protein_3055	protein_3055
protein_3056	protein_3056
protein_3058	protein_3058
protein_3059	protein_3059
protein_3060	protein_3060
protein_3061	protein_3061
protein_3062	protein_3062
protein_3063	protein_3063
protein_3065	protein_3065
protein_3065	protein_3064
protein_3066	protein_3066
protein_3066	protein_1849
protein_3066	protein_1911
protein_3067	protein_3067
protein_3068	protein_3068
protein_3069	protein_3069
protein_3070	protein_3070
protein_3070	protein_3071
protein_3072	protein_3072
protein_3073	protein_3073
protein_3074	protein_3074
protein_3075	protein_3075
protein_3076	protein_3076
protein_3077	protein_3077
protein_3078	protein_3078
protein_3079	protein_3079
protein_3080	protein_3080
protein_3081	protein_3081
protein_3083	protein_3083
protein_3083	protein_3082
protein_3084	protein_3084
protein_3085	protein_3085
protein_3086	protein_3086
protein_3087	protein_3087
protein_3088	protein_3088
protein_3089	protein_3089
protein_3090	protein_3090
protein_3091	protein_3091
protein_3093	protein_3093
protein_3093	protein_3092
protein_3094	protein_3094
protein_3095	protein_3095
protein_3096	protein_3096
protein_3097	protein_3097
protein_3098	protein_3098
protein_3099	protein_3099
protein_3200	protein_3200
protein_3202	protein_3202
protein_3206	protein_3206
protein_3206	protein_3207
protein_3206	protein_2203
protein_3206	protein_2206
protein_3209	protein_3209
protein_3209	protein_2205
protein_3209	protein_3204
protein_3209	protein_3210
protein_3211	protein_3211
protein_3212	protein_3212
protein_3213	protein_3213
protein_3214	protein_3214
protein_3215	protein_3215
protein_3216	protein_3216
protein_3217	protein_3217
protein_3218	protein_3218
protein_3219	protein_3219
protein_3221	protein_3221
protein_3221	protein_3220
protein_3222	protein_3222
protein_3223	protein_3223
protein_3224	protein_3224
protein_3225	protein_3225
protein_3225	protein_3226
protein_3227	protein_3227
protein_3228	protein_3228
protein_3229	protein_3229
protein_3230	protein_3230
protein_3231	protein_3231
protein_3232	protein_3232
protein_3233	protein_3233
protein_3234	protein_3234
protein_3235	protein_3235
protein_3236	protein_3236
protein_3237	protein_3237
protein_3238	protein_3238
protein_3239	protein_3239
protein_3240	protein_3240
protein_3241	protein_3241
protein_3242	protein_3242
protein_3243	protein_3243
protein_3245	protein_3245
protein_3245	protein_3244
protein_3246	protein_3246
protein_3247	protein_3247
protein_3248	protein_3248
protein_3248	protein_1704
protein_3249	protein_3249
protein_3250	protein_3250
protein_3251	protein_3251
protein_3252	protein_3252
protein_3253	protein_3253
protein_3254	protein_3254
protein_3255	protein_3255
protein_3256	protein_3256
protein_3257	protein_3257
protein_3258	protein_3258
protein_3259	protein_3259
protein_3260	protein_3260
protein_3261	protein_3261
protein_3262	protein_3262
protein_3263	protein_3263
protein_3264	protein_3264
protein_3265	protein_3265
protein_3266	protein_3266
protein_3267	protein_3267
protein_3267	protein_2504
protein_3268	protein_3268
protein_3268	protein_3269
protein_3268	protein_3308
protein_3270	protein_3270
protein_3271	protein_3271
protein_3272	protein_3272
protein_3273	protein_3273
protein_3274	protein_3274
protein_3276	protein_3276
protein_3277	protein_3277
protein_3277	protein_3275
protein_3278	protein_3278
protein_3279	protein_3279
protein_3280	protein_3280
protein_3281	protein_3281
protein_3282	protein_3282
protein_3283	protein_3283
protein_3284	protein_3284
protein_3284	protein_3287
protein_3286	protein_3286
protein_3288	protein_3288
protein_3288	protein_3285
protein_3289	protein_3289
protein_3290	protein_3290
protein_3291	protein_3291
protein_3292	protein_3292
protein_3293	protein_3293
protein_3295	protein_3295
protein_3296	protein_3296
protein_3296	protein_3294
protein_3297	protein_3297
protein_3298	protein_3298
protein_3299	protein_3299
protein_3500	protein_3500
protein_3501	protein_3501
protein_3502	protein_3502
protein_3503	protein_3503
protein_3504	protein_3504
protein_3505	protein_3505
protein_3506	protein_3506
protein_3507	protein_3507
protein_3508	protein_3508
protein_3509	protein_3509
protein_3510	protein_3510
protein_3511	protein_3511
protein_3512	protein_3512
protein_3513	protein_3513
protein_3514	protein_3514
protein_3515	protein_3515
protein_3516	protein_3516
protein_3517	protein_3517
protein_3518	protein_3518
protein_3519	protein_3519
protein_3520	protein_3520
protein_3521	protein_3521
protein_3522	protein_3522
protein_3523	protein_3523
protein_3524	protein_3524
protein_3525	protein_3525
protein_3526	protein_3526
protein_3527	protein_3527
protein_3528	protein_3528
protein_3529	protein_3529
protein_3530	protein_3530
protein_3531	protein_3531
protein_3532	protein_3532
protein_3533	protein_3533
protein_3534	protein_3534
protein_3535	protein_3535
protein_3536	protein_3536
protein_3537	protein_3537
protein_3538	protein_3538
protein_3539	protein_3539
protein_3539	protein_1820
protein_3540	protein_3540
protein_3541	protein_3541
protein_3542	protein_3542
protein_3543	protein_3543
protein_3544	protein_3544
protein_3545	protein_3545
protein_3546	protein_3546
protein_3547	protein_3547
protein_3548	protein_3548
protein_3549	protein_3549
protein_3550	protein_3550
protein_3551	protein_3551
protein_3552	protein_3552
protein_3553	protein_3553
protein_3554	protein_3554
protein_3555	protein_3555
protein_3556	protein_3556
protein_3557	protein_3557
protein_3558	protein_3558
protein_3559	protein_3559
protein_3560	protein_3560
protein_3561	protein_3561
protein_3562	protein_3562
protein_3563	protein_3563
protein_3564	protein_3564
protein_3565	protein_3565
protein_3566	protein_3566
protein_3567	protein_3567
protein_3568	protein_3568
protein_3569	protein_3569
protein_3570	protein_3570
protein_3571	protein_3571
protein_3572	protein_3572
protein_3573	protein_3573
protein_3574	protein_3574
protein_3575	protein_3575
protein_3576	protein_3576
protein_3577	protein_3577
protein_3578	protein_3578
protein_3579	protein_3579
protein_3580	protein_3580
protein_3581	protein_3581
protein_3582	protein_3582
protein_3583	protein_3583
protein_3584	protein_3584
protein_3585	protein_3585
protein_3586	protein_3586
protein_3587	protein_3587
protein_3588	protein_3588
protein_3589	protein_3589
protein_3590	protein_3590
protein_3591	protein_3591
protein_3592	protein_3592
protein_3593	protein_3593
protein_3594	protein_3594
protein_3595	protein_3595
protein_3596	protein_3596
protein_3597	protein_3597
protein_3598	protein_3598
protein_3599	protein_3599
protein_3700	protein_3700
protein_3701	protein_3701
protein_3702	protein_3702
protein_3703	protein_3703
protein_3704	protein_3704
protein_3705	protein_3705
protein_3706	protein_3706
protein_3707	protein_3707
protein_3708	protein_3708
protein_3709	protein_3709
protein_3710	protein_3710
protein_3711	protein_3711
protein_3712	protein_3712
protein_3713	protein_3713
protein_3714	protein_3714
protein_3715	protein_3715
protein_3716	protein_3716
protein_3717	protein_3717
protein_3718	protein_3718
protein_3719	protein_3719
protein_3720	protein_3720
protein_3721	protein_3721
protein_3722	protein_3722
protein_3723	protein_3723
protein_3724	protein_3724
protein_3725	protein_3725
protein_3726	protein_3726
protein_3727	protein_3727
protein_3728	protein_3728
protein_3729	protein_3729
protein_3730	protein_3730
protein_3731	protein_3731
protein_3732	protein_3732
protein_3733	protein_3733
protein_3734	protein_3734
protein_3735	protein_3735
protein_3736	protein_3736
protein_3737	protein_3737
protein_3738	protein_3738
protein_3739	protein_3739
protein_3740	protein_3740
protein_3741	protein_3741
protein_3742	protein_3742
protein_3743	protein_3743
protein_3744	protein_3744
protein_3745	protein_3745
protein_3746	protein_3746
protein_3747	protein_3747
protein_3748	protein_3748
protein_3749	protein_3749
protein_3750	protein_3750
protein_3751	protein_3751
protein_3752	protein_3752
protein_3753	protein_3753
protein_3754	protein_3754
protein_3755	protein_3755
protein_3756	protein_3756
protein_3757	protein_3757
protein_3758	protein_3758
protein_3759	protein_3759
protein_3760	protein_3760
protein_3761	protein_3761
protein_3762	protein_3762
protein_3763	protein_3763
protein_3764	protein_3764
protein_3765	protein_3765
protein_3766	protein_3766
protein_3767	protein_3767
protein_3768	protein_3768
protein_3769	protein_3769
protein_3770	protein_3770
protein_3771	protein_3771
protein_3772	protein_3772
protein_3773	protein_3773
protein_3774	protein_3774
protein_3775	protein_3775
protein_3776	protein_3776
protein_3777	protein_3777
protein_3778	protein_3778
protein_3779	protein_3779
protein_3780	protein_3780
protein_3781	protein_3781
protein_3782	protein_3782
protein_3783	protein_3783
protein_3784	protein_3784
protein_3785	protein_3785
protein_3786	protein_3786
protein_3787	protein_3787
protein_3788	protein_3788
protein_3789	protein_3789
protein_3790	protein_3790
protein_3791	protein_3791
protein_3792	protein_3792
protein_3793	protein_3793
protein_3794	protein_3794
protein_3795	protein_3795
protein_3796	protein_3796
protein_3797	protein_3797
protein_3798	protein_3798
protein_3799	protein_3799
protein_3900	protein_3900
protein_3901	protein_3901
protein_3902	protein_3902
protein_3903	protein_3903
protein_3904	protein_3904
protein_3905	protein_3905
protein_3906	protein_3906
protein_3907	protein_3907
protein_3908	protein_3908
protein_3909	protein_3909
protein_3910	protein_3910
protein_3911	protein_3911
protein_3912	protein_3912
protein_3913	protein_3913
protein_3914	protein_3914
protein_3915	protein_3915
protein_3916	protein_3916
protein_3917	protein_3917
protein_3918	protein_3918
protein_3919	protein_3919
protein_3920	protein_3920
protein_3921	protein_3921
protein_3922	protein_3922
protein_3923	protein_3923
protein_3924	protein_3924
protein_3925	protein_3925
protein_3926	protein_3926
protein_3927	protein_3927
protein_3928	protein_3928
protein_3929	protein_3929
protein_3930	protein_3930
protein_3931	protein_3931
protein_3932	protein_3932
protein_3933	protein_3933
protein_3934	protein_3934
protein_3935	protein_3935
protein_3936	protein_3936
protein_3937	protein_3937
protein_3938	protein_3938
protein_3939	protein_3939
protein_3940	protein_3940
protein_3941	protein_3941
protein_3942	protein_3942
protein_3943	protein_3943
protein_3944	protein_3944
protein_3945	protein_3945
protein_3946	protein_3946
protein_3947	protein_3947
protein_3948	protein_3948
protein_3949	protein_3949
protein_3950	protein_3950
protein_3951	protein_3951
protein_3952	protein_3952
protein_3953	protein_3953
protein_3954	protein_3954
